1.561043265668001e-05	-2.15078731697263e-06	-9.009184943554582e-05	1.5404402014223628e-05	-3.27438275105458e-06	-8.845017813017461e-05	1.546518105374826e-05	-2.9429220980004046e-06	-8.893447116525911e-05	1.5549653617155377e-05	-2.482247970026805e-06	-8.96075564004613e-05
1.6134074059744162e-05	-1.7468119537442923e-06	-8.956522882499612e-05	1.5889919914928283e-05	-3.603528182310129e-06	-8.886309379514112e-05	1.596194538764897e-05	-3.055796894883207e-06	-8.907022362894835e-05	1.6062048587023476e-05	-2.2945432411712144e-06	-8.93580989911889e-05
1.6531232012803394e-05	-1.6654618781389375e-06	-8.888688031253083e-05	1.6490602270323355e-05	-3.6100483259426948e-06	-8.935264073489835e-05	1.6502588044354966e-05	-3.0363953238405865e-06	-8.921524141029992e-05	1.651924623877178e-05	-2.239114880241046e-06	-8.902427963712924e-05
1.6833067833202413e-05	-1.922005527152469e-06	-8.827312567486586e-05	1.7169707435297664e-05	-3.278674744956374e-06	-8.970355302770994e-05	1.7070398752679565e-05	-2.878457325704222e-06	-8.928157695862094e-05	1.6932376515820512e-05	-2.3222229464046213e-06	-8.869510174395486e-05
1.712959804052032e-05	-2.414285682299368e-06	-8.789615565642343e-05	1.783173307037532e-05	-2.7115646578366865e-06	-8.974510985016486e-05	1.7624603236568095e-05	-2.6238673600531777e-06	-8.919966836301113e-05	1.7336727874327544e-05	-2.501982980082877e-06	-8.844159714357716e-05
1.7526434948154e-05	-2.9582213966057167e-06	-8.781966448664722e-05	1.8365706229062435e-05	-2.0927990115575493e-06	-8.941549273946763e-05	1.8118121201194448e-05	-2.348098615146759e-06	-8.894472340488562e-05	1.777401997602199e-05	-2.702921793016507e-06	-8.829043382122923e-05
1.8089898805182014e-05	-3.3517802565517206e-06	-8.797911247946496e-05	1.870010119481798e-05	-1.624410219638756e-06	-8.878151250392773e-05	1.852009148987537e-05	-2.1339843805280805e-06	-8.85448044967112e-05	1.8269908510124625e-05	-2.842206095662396e-06	-8.821582048668147e-05
1.880650756602916e-05	-3.4451891816739025e-06	-8.82131765988338e-05	1.8843378822474822e-05	-1.4561713625437854e-06	-8.800714595637741e-05	1.8832501801823352e-05	-2.0429316191871697e-06	-8.806792499590204e-05	1.881738458668063e-05	-2.858428925030518e-06	-8.815239755930917e-05
1.957732704487531e-05	-3.192983932636709e-06	-8.833191285059724e-05	1.8889664464366282e-05	-1.6335466796081901e-06	-8.72853586813186e-05	1.9092524925616445e-05	-2.0935806692516033e-06	-8.75940921612558e-05	1.937446658362515e-05	-2.7329499429932963e-06	-8.802317937066004e-05
2.0252453112879688e-05	-2.6698089551359808e-06	-8.819263588614655e-05	1.8984292666049395e-05	-2.081891725136129e-06	-8.676220853330249e-05	1.935839999786433e-05	-2.2553273079860856e-06	-8.718418460239149e-05	1.987834578106475e-05	-2.4963733722860247e-06	-8.777065981705755e-05
2.0692635886146552e-05	-2.044476759149735e-06	-8.775245311287969e-05	1.9262208533302483e-05	-2.6323939891495874e-06	-8.648429266604939e-05	1.9684184602391485e-05	-2.458958406299631e-06	-8.685839999786433e-05	2.0270659817057552e-05	-2.2179123419996905e-06	-8.737834578106475e-05
2.0831912850597247e-05	-1.5213017816490072e-06	-8.707732704487532e-05	1.9785358681318595e-05	-3.080739034677525e-06	-8.638966446436629e-05	2.0094092161255794e-05	-2.6207050450341123e-06	-8.659252492561644e-05	2.0523179370660042e-05	-1.98133577129242e-06	-8.687446658362515e-05
2.0713176598833796e-05	-1.2690965326118131e-06	-8.630650756602916e-05	2.050714595637741e-05	-3.2581143517419304e-06	-8.634337882247482e-05	2.0567924995902046e-05	-2.671354095098546e-06	-8.633250180182335e-05	2.065239755930916e-05	-1.8558567892551976e-06	-8.631738458668062e-05
2.047911247946495e-05	-1.3625054577339952e-06	-8.558989880518201e-05	2.1281512503927723e-05	-3.089875494646959e-06	-8.620010119481798e-05	2.1044804496711203e-05	-2.5803013337576347e-06	-8.602009148987537e-05	2.0715820486681466e-05	-1.8720796186233195e-06	-8.576990851012462e-05
2.0319664486647218e-05	-1.7560643176799983e-06	-8.5026434948154e-05	2.191549273946763e-05	-2.6214867027281676e-06	-8.586570622906243e-05	2.144472340488561e-05	-2.3661870991389572e-06	-8.561812120119445e-05	2.0790433821229237e-05	-2.011363921269208e-06	-8.527401997602199e-05
2.0396155656423432e-05	-2.3000000319863476e-06	-8.462959804052032e-05	2.2245109850164854e-05	-2.0027210564490296e-06	-8.533173307037532e-05	2.1699668363011136e-05	-2.090418354232538e-06	-8.51246032365681e-05	2.094159714357715e-05	-2.2123027342028385e-06	-8.483672787432754e-05
